##卡牌表																																						
##[SC]卡牌编号	[C]卡牌名称	[C]小卡牌图片	[C]大卡牌图片	[C]职业图标	[C]职业底框	[SC]星级	[SC]职业	[C]小卡牌边框	[C]大卡牌边框	[C]职业图标(按钮）	[C]获得来源	[SC]所需领导力	[SC]升级经验类型	[SC]等级上限	[SC]生命基数	[SC]生命系数A	[SC]生命系数B	[SC]基础攻击值	[SC]攻击系数A	[SC]攻击系数B	[SC]高级技能编号	[SC]被动技能编号	[SC]队长技能编号	[SC]合成经验基数	[SC]出售价格基数	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]仇恨修正	[S]普通技能编号	[S]暴击伤害修正	[C]强化等级
int	string	string	string	string	string	int	int	string	string	string	string	int	int	int	int	float	float	int	float	float	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int
3231	要塞卡耳＋+3	littlecard_0230.png	bigcard_0230.png	icon_occupation_druid_big.png	icon_occupation_base4.png	4	6	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_druid_button.png	英雄进化	17	2	75	4257	1	231	885	1	46	101	61	-1	400	2500	200	8500	0	0	0	0	-1200	0	0	800	0	0	3
3232	依兰内裤斯+3	littlecard_0232.png	bigcard_0232.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	5	6	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_druid_button.png	英雄进化	28	2	90	5994	1	287	1199	1	59	141	62	-1	600	5000	200	9900	0	0	0	0	-2000	0	3000	0	0	0	3
3233	依兰内裤斯＋+3	littlecard_0232.png	bigcard_0232.png	icon_occupation_druid_big.png	icon_occupation_base3.png	5	6	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_druid_button.png	英雄进化	28	2	90	7327	1	352	1466	1	72	18	62	-1	600	5000	200	9900	0	0	0	0	-2000	0	3000	0	0	0	3
3234	哈卡化身+3	littlecard_0234.png	bigcard_0234.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	4	1	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	2956	1	159	923	1	50	58	6	-1	400	2500	200	8500	0	800	0	0	-1000	0	0	0	1	0	3
3235	哈卡化身＋+3	littlecard_0234.png	bigcard_0234.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	4	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	3547	1	191	1107	1	59	11	6	-1	400	2500	200	8500	0	800	0	0	-1000	0	0	0	1	0	3
3236	矮人战士+3	littlecard_0236.png	bigcard_0236.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	29	0	-1	200	1200	200	8500	0	0	0	0	-900	0	2000	0	1	0	3
3237	矮人法师+3	littlecard_0237.png	bigcard_0237.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	100	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	3
3238	矮人圣骑士+3	littlecard_0238.png	bigcard_0238.png	icon_occupation_paladin_big.png	icon_occupation_base2.png	3	2	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	14	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	3
3239	落靠尔+3	littlecard_0239.png	bigcard_0239.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	54	70	-1	200	1200	200	8500	0	0	500	0	0	0	0	0	3	0	3
3240	落靠尔＋+3	littlecard_0239.png	bigcard_0239.png	icon_occupation_mage_big.png	icon_occupation_base3.png	3	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	70	-1	200	1200	200	8500	0	0	500	0	0	0	0	0	3	0	3
3241	熔岩巨人+3	littlecard_0241.png	bigcard_0241.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	4	1	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	4435	1	241	459	1	24	51	1	-1	400	2500	200	8500	0	0	0	0	-2000	0	3000	400	1	0	3
3242	熔岩巨人＋+3	littlecard_0241.png	bigcard_0241.png	icon_occupation_warrior_big.png	icon_occupation_base4.png	4	1	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	5321	1	289	553	1	28	22	1	-1	400	2500	200	8500	0	0	0	0	-2000	0	3000	400	1	0	3
3243	俺哥是将军+3	littlecard_0243.png	bigcard_0243.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	5	4	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_hunter_button.png	英雄进化	28	2	90	3458	1	143	2100	1	104	62	47	-1	600	5000	200	8700	1800	0	0	0	0	0	0	0	2	0	3
3244	俺哥是将军＋+3	littlecard_0243.png	bigcard_0243.png	icon_occupation_hunter_big.png	icon_occupation_base3.png	5	4	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_hunter_button.png	英雄进化	28	2	90	4228	1	175	2567	1	128	100	47	-1	600	5000	200	8700	1800	0	0	0	0	0	0	0	2	0	3
3245	酒保+3	littlecard_0245.png	bigcard_0245.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	4	2	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_paladin_button.png	英雄进化	17	2	75	3842	1	207	645	1	34	140	21	-1	400	2500	1000	8500	0	0	0	0	0	-1200	0	0	0	0	3
3246	酒保＋+3	littlecard_0245.png	bigcard_0245.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	4	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	英雄进化	17	2	75	4612	1	250	775	1	41	14	21	-1	400	2500	1000	8500	0	0	0	0	0	-1200	0	0	0	0	3
3247	大使+3	littlecard_0247.png	bigcard_0247.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	28	2	90	2688	1	133	2159	1	106	54	72	-1	600	5000	200	8500	0	0	2400	0	0	-300	0	0	3	0	3
3248	大使＋+3	littlecard_0247.png	bigcard_0247.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	英雄进化	28	2	90	3287	1	163	2641	1	131	105	72	-1	600	5000	200	8500	0	0	2400	0	0	-300	0	0	3	0	3
3249	大奶同需+3	littlecard_0249.png	bigcard_0249.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	5	8	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_priest_button.png	英雄进化	28	2	90	2882	1	143	2100	1	104	145	97	-1	600	5000	200	8500	200	0	0	2400	0	0	0	0	0	0	3
3250	大奶同需＋+3	littlecard_0249.png	bigcard_0249.png	icon_occupation_priest_big.png	icon_occupation_base4.png	5	8	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_priest_button.png	英雄进化	28	2	90	3521	1	175	2567	1	128	13	97	-1	600	5000	200	8500	200	0	0	2400	0	0	0	0	0	0	3
3251	锁惢深大帝+3	littlecard_0251.png	bigcard_0251.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	28	2	90	8214	1	359	749	1	36	53	17	-1	600	5000	200	8500	0	0	0	0	-800	-3000	4000	0	1	0	3
3252	锁惢深大帝＋+3	littlecard_0251.png	bigcard_0251.png	icon_occupation_paladin_big.png	icon_occupation_base2.png	5	2	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_paladin_button.png	英雄进化	28	2	90	10040	1	439	917	1	45	18	17	-1	600	5000	200	8500	0	0	0	0	-800	-3000	4000	0	1	0	3
3253	兽人战士+3	littlecard_0253.png	bigcard_0253.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	102	10	-1	200	1200	500	8500	0	300	0	0	0	0	0	0	1	0	3
3254	兽人萨满+3	littlecard_0254.png	bigcard_0254.png	icon_occupation_shaman_big.png	icon_occupation_base2.png	3	3	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_shaman_button.png	英雄进化	99	1	45	0	1	0	0	1	0	22	35	-1	200	1200	200	8500	0	0	0	300	0	-400	0	0	0	0	3
3255	兽人猎人+3	littlecard_0255.png	bigcard_0255.png	icon_occupation_hunter_big.png	icon_occupation_base2.png	3	4	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_hunter_button.png	英雄进化	99	1	45	0	1	0	0	1	0	10	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	3
3256	兽人盗贼+3	littlecard_0256.png	bigcard_0256.png	icon_occupation_rogue_big.png	icon_occupation_base3.png	3	5	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_rogue_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	3
3257	欧拜克大王+3	littlecard_0257.png	bigcard_0257.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	4	1	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	4435	1	241	459	1	24	51	1	-1	400	2500	200	8500	0	0	0	0	-2000	0	3000	400	1	0	3
3258	欧拜克大王＋+3	littlecard_0257.png	bigcard_0257.png	icon_occupation_warrior_big.png	icon_occupation_base3.png	4	1	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	5321	1	289	553	1	28	20	1	-1	400	2500	200	8500	0	0	0	0	-2000	0	3000	400	1	0	3
3259	水晶之牙+3	littlecard_0259.png	bigcard_0259.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	4	4	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_hunter_button.png	英雄进化	17	2	75	1772	1	94	1292	1	69	60	41	-1	400	2500	200	9300	0	800	0	0	0	0	0	0	2	0	3
3260	水晶之牙＋+3	littlecard_0259.png	bigcard_0259.png	icon_occupation_hunter_big.png	icon_occupation_base3.png	4	4	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_hunter_button.png	英雄进化	17	2	75	2127	1	114	1551	1	84	18	41	-1	400	2500	200	9300	0	800	0	0	0	0	0	0	2	0	3
3261	控制者+3	littlecard_0261.png	bigcard_0261.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	4	1	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	2956	1	159	923	1	50	58	11	-1	400	2500	900	8500	0	500	0	0	-500	0	0	0	1	0	3
3262	控制者＋+3	littlecard_0261.png	bigcard_0261.png	icon_occupation_warrior_big.png	icon_occupation_base3.png	4	1	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	3547	1	191	1107	1	59	10	11	-1	400	2500	900	8500	0	500	0	0	-500	0	0	0	1	0	3
3263	狼后+3	littlecard_0263.png	bigcard_0263.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	4	5	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_rogue_button.png	英雄进化	17	2	75	1772	1	94	1292	1	69	50	51	-1	400	2500	1400	8500	400	0	0	0	0	0	0	0	1	5000	3
3264	狼后＋+3	littlecard_0263.png	bigcard_0263.png	icon_occupation_rogue_big.png	icon_occupation_base3.png	4	5	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_rogue_button.png	英雄进化	17	2	75	2127	1	114	1551	1	84	23	51	-1	400	2500	1400	8500	400	0	0	0	0	0	0	0	1	5000	3
3265	奴役者+3	littlecard_0265.png	bigcard_0265.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	4	3	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_shaman_button.png	英雄进化	17	2	75	2068	1	112	1200	1	64	63	31	-1	400	2500	1000	9300	0	0	0	0	0	0	0	0	7	0	3
3266	奴役者＋+3	littlecard_0265.png	bigcard_0265.png	icon_occupation_shaman_big.png	icon_occupation_base4.png	4	3	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_shaman_button.png	英雄进化	17	2	75	2483	1	134	1439	1	76	11	31	-1	400	2500	1000	9300	0	0	0	0	0	0	0	0	7	0	3
3267	萨拉拉克+3	littlecard_0267.png	bigcard_0267.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	5	1	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warrior_button.png	英雄进化	28	2	90	7494	1	359	749	1	36	51	2	-1	600	5000	200	8500	0	0	0	0	-3000	0	4000	1000	1	0	3
3268	萨拉拉克＋+3	littlecard_0267.png	bigcard_0267.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	5	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	28	2	90	9161	1	439	917	1	45	11	2	-1	600	5000	200	8500	0	0	0	0	-3000	0	4000	1000	1	0	3
3269	憎恶+3	littlecard_0269.png	bigcard_0269.png	icon_occupation_warrior_big.png	icon_occupation_base3.png	3	1	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	15	0	-1	200	1200	200	8500	0	0	0	0	-900	0	2000	0	1	0	3
3270	安娜丝美丽+3	littlecard_0270.png	bigcard_0270.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	4	9	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warlock_button.png	英雄进化	17	2	75	1950	1	105	1421	1	76	55	101	-1	400	2500	200	9300	0	0	800	0	0	0	0	0	5	0	3
3271	安娜丝美丽＋+3	littlecard_0270.png	bigcard_0270.png	icon_occupation_warlock_big.png	icon_occupation_base3.png	4	9	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warlock_button.png	英雄进化	17	2	75	2341	1	126	1707	1	91	21	101	-1	400	2500	200	9300	0	0	800	0	0	0	0	0	5	0	3
3272	苍白者+3	littlecard_0272.png	bigcard_0272.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	4	9	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warlock_button.png	英雄进化	17	2	75	1950	1	105	1421	1	76	61	106	-1	400	2500	700	8500	200	0	1000	0	0	0	0	0	5	0	3
3273	苍白者＋+3	littlecard_0272.png	bigcard_0272.png	icon_occupation_warlock_big.png	icon_occupation_base4.png	4	9	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warlock_button.png	英雄进化	17	2	75	2341	1	126	1707	1	91	21	106	-1	400	2500	700	8500	200	0	1000	0	0	0	0	0	5	0	3
3274	死骑瑞文+3	littlecard_0274.png	bigcard_0274.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	5	9	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warlock_button.png	英雄进化	28	2	90	2882	1	143	2100	1	104	61	107	-1	600	5000	1000	8500	600	0	1600	0	0	0	0	0	5	0	3
3275	死骑瑞文＋+3	littlecard_0274.png	bigcard_0274.png	icon_occupation_warlock_big.png	icon_occupation_base4.png	5	9	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warlock_button.png	英雄进化	28	2	90	3521	1	175	2567	1	128	10	107	-1	600	5000	1000	8500	600	0	1600	0	0	0	0	0	5	0	3
3276	镇长+3	littlecard_0276.png	bigcard_0276.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	5	5	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_rogue_button.png	英雄进化	28	2	90	2882	1	143	2100	1	104	50	52	-1	600	5000	2000	8500	1100	0	0	0	0	0	0	0	1	5000	3
3277	镇长＋+3	littlecard_0276.png	bigcard_0276.png	icon_occupation_rogue_big.png	icon_occupation_base4.png	5	5	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_rogue_button.png	英雄进化	28	2	90	3521	1	175	2567	1	128	23	52	-1	600	5000	2000	8500	1100	0	0	0	0	0	0	0	1	5000	3
3278	恐惧领主+3	littlecard_0278.png	bigcard_0278.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	5	3	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_shaman_button.png	英雄进化	28	2	90	3362	1	166	1949	1	95	63	32	-1	600	5000	1700	10000	0	0	0	0	0	0	0	0	7	0	3
3279	恐惧领主＋+3	littlecard_0278.png	bigcard_0278.png	icon_occupation_shaman_big.png	icon_occupation_base3.png	5	3	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_shaman_button.png	英雄进化	28	2	90	4109	1	204	2383	1	118	13	32	-1	600	5000	1700	10000	0	0	0	0	0	0	0	0	7	0	3
3280	血骨傀儡+3	littlecard_0280.png	bigcard_0280.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	4	2	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_paladin_button.png	英雄进化	17	2	75	4878	1	265	505	1	26	53	16	-1	400	2500	600	8500	0	0	0	0	0	-2000	3000	0	1	0	3
3281	血骨傀儡＋+3	littlecard_0280.png	bigcard_0280.png	icon_occupation_paladin_big.png	icon_occupation_base3.png	4	2	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_paladin_button.png	英雄进化	17	2	75	5856	1	318	608	1	33	101	16	-1	400	2500	600	8500	0	0	0	0	0	-2000	3000	0	1	0	3
3282	导师赞帝斯+3	littlecard_0282.png	bigcard_0282.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	4	8	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_priest_button.png	英雄进化	17	2	75	2601	1	140	1218	1	66	141	91	-1	400	2500	200	8500	0	0	0	600	0	-1400	0	0	0	0	3
3283	导师赞帝斯＋+3	littlecard_0282.png	bigcard_0282.png	icon_occupation_priest_big.png	icon_occupation_base4.png	4	8	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_priest_button.png	英雄进化	17	2	75	3122	1	169	1461	1	78	29	91	-1	400	2500	200	8500	0	0	0	600	0	-1400	0	0	0	0	3
3284	蕾丝霜雨+3	littlecard_0284.png	bigcard_0284.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	28	2	90	2987	1	148	2402	1	119	69	77	-1	600	5000	200	9200	0	0	2000	0	0	-300	0	0	4	0	3
3285	蕾丝霜雨＋+3	littlecard_0284.png	bigcard_0284.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	英雄进化	28	2	90	3586	1	177	2882	1	143	101	77	-1	600	5000	200	9200	0	0	2000	0	0	-300	0	0	4	0	3
3286	超奶伊露吸+3	littlecard_0286.png	bigcard_0286.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	5	8	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_priest_button.png	英雄进化	28	2	90	4270	1	213	2001	1	99	141	92	-1	600	5000	200	8500	0	0	0	1200	0	-2200	0	0	0	0	3
3287	超奶伊露吸＋+3	littlecard_0286.png	bigcard_0286.png	icon_occupation_priest_big.png	icon_occupation_base4.png	5	8	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_priest_button.png	英雄进化	28	2	90	5123	1	255	2402	1	119	19	92	-1	600	5000	200	8500	0	0	0	1200	0	-2200	0	0	0	0	3
3288	院长加丁+3	littlecard_0288.png	bigcard_0288.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	28	2	90	2987	1	148	2402	1	119	59	82	-1	600	5000	1800	8500	0	0	1100	0	0	-300	0	0	3	0	3
3289	院长加丁＋+3	littlecard_0288.png	bigcard_0288.png	icon_occupation_mage_big.png	icon_occupation_base3.png	5	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	英雄进化	28	2	90	3586	1	177	2882	1	143	13	82	-1	600	5000	1800	8500	0	0	1100	0	0	-300	0	0	3	0	3
3290	杰德+3	littlecard_0290.png	bigcard_0290.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	4	2	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_paladin_button.png	英雄进化	17	2	75	4878	1	265	505	1	26	53	16	-1	400	2500	600	8500	0	0	0	0	0	-2000	3000	0	1	0	3
3291	杰德＋+3	littlecard_0290.png	bigcard_0290.png	icon_occupation_paladin_big.png	icon_occupation_base3.png	4	2	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_paladin_button.png	英雄进化	17	2	75	5856	1	318	608	1	33	14	16	-1	400	2500	600	8500	0	0	0	0	0	-2000	3000	0	1	0	3
3292	烈焰卫士+3	littlecard_0292.png	bigcard_0292.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1820	1	99	1461	1	78	54	71	-1	400	2500	200	8500	0	0	1500	0	0	0	0	0	3	0	3
3293	烈焰卫士＋+3	littlecard_0292.png	bigcard_0292.png	icon_occupation_mage_big.png	icon_occupation_base4.png	4	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	英雄进化	17	2	75	2184	1	118	1754	1	94	18	71	-1	400	2500	200	8500	0	0	1500	0	0	0	0	0	3	0	3
3294	大帝雷得+3	littlecard_0294.png	bigcard_0294.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	5	1	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warrior_button.png	英雄进化	28	2	90	5339	1	264	1667	1	81	58	12	-1	600	5000	1700	8500	0	1000	0	0	-1000	0	0	0	1	0	3
3295	大帝雷得＋+3	littlecard_0294.png	bigcard_0294.png	icon_occupation_warrior_big.png	icon_occupation_base3.png	5	1	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warrior_button.png	英雄进化	28	2	90	6406	1	318	2001	1	99	14	12	-1	600	5000	1700	8500	0	1000	0	0	-1000	0	0	0	1	0	3
3296	比斯巨兽+3	littlecard_0296.png	bigcard_0296.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1820	1	99	1461	1	78	54	71	-1	400	2500	200	8500	0	0	1500	0	0	0	0	0	3	0	3
3297	比斯巨兽＋+3	littlecard_0296.png	bigcard_0296.png	icon_occupation_mage_big.png	icon_occupation_base4.png	4	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	英雄进化	17	2	75	2184	1	118	1754	1	94	11	71	-1	400	2500	200	8500	0	0	1500	0	0	0	0	0	3	0	3
3298	将军+3	littlecard_0298.png	bigcard_0298.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	5	1	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warrior_button.png	英雄进化	28	2	90	8329	1	399	833	1	39	51	2	-1	600	5000	200	8500	0	0	0	0	-3000	0	4000	1000	1	0	3
3299	将军＋+3	littlecard_0298.png	bigcard_0298.png	icon_occupation_warrior_big.png	icon_occupation_base5.png	5	1	littlecard_frame_class5.png	bigcard_frame_class5.png	icon_occupation_warrior_button.png	英雄进化	28	2	90	9993	1	480	1000	1	48	13	2	-1	600	5000	200	8500	0	0	0	0	-3000	0	4000	1000	1	0	3
3300	蓝巨龙+3	littlecard_0300.png	bigcard_0300.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	6	2	littlecard_frame_class5_elite.png	bigcard_frame_class5_elite.png	icon_occupation_paladin_button.png	英雄进化	99	3	114	0	1	0	0	1	0	53	18	-1	800	8000	200	8500	0	0	0	0	-1400	-4500	5000	0	1	0	3
