##怪物表																						
##[SC]怪物编号	[C]类型	[C]卡牌形象	[SC]生命	[S]攻击	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]普通技能编号	[S]高级技能编号	[S]获得经验	[S]获得金币	[S]掉落方案编号	[S]掉落方案编号2	[S]AI编号	[S]暴击伤害修正	[S]韧性
int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int	int	int	int	int	int	int
2410	0	202	8820	1547	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2410	2410	-1	0	0
2411	0	188	8820	1547	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2411	2411	-1	0	0
2412	0	189	8820	1547	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2412	2412	-1	0	0
2413	1	188	47626	2320	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	2413	2413	-1	0	0
2414	1	189	31751	3481	1500	9000	0	0	0	0	0	-2500	0	4	229	648	6840	2414	2414	-1	0	0
2415	0	201	8909	1562	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2415	2415	-1	0	0
2416	0	202	8909	1562	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2416	2416	-1	0	0
2417	0	188	8909	1562	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2417	2417	-1	0	0
2418	0	189	37584	1195	400	9300	-200	0	0	0	0	-1500	0	4	229	0	0	2418	2418	-1	0	0
2419	1	192	46328	4219	1500	13500	1000	0	0	0	-3000	0	0	2	262	648	6840	2419	2419	-1	0	0
2420	0	202	8999	1578	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2420	2420	-1	0	0
2421	0	201	8999	1578	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2421	2421	-1	0	0
2422	0	189	8999	1578	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2422	2422	-1	0	0
2423	1	202	48594	2367	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	2423	2423	-1	0	0
2424	1	201	48594	2367	1500	11000	0	0	0	0	-2500	0	0	2	220	648	6840	2424	2424	-1	0	0
2425	0	201	9166	1608	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2425	2425	-1	0	0
2426	0	202	9166	1608	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2426	2426	-1	0	0
2427	0	188	9166	1608	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2427	2427	-1	0	0
2428	0	189	6186	4331	400	9300	-200	0	0	0	0	-1500	0	4	229	0	0	2428	2428	-1	0	0
2429	1	194	59584	3618	1500	8500	0	0	0	0	0	0	0	4	257	666	7020	2429	2429	-1	0	0
2430	0	190	9255	1624	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2430	2430	-1	0	0
2431	0	188	9255	1624	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2431	2431	-1	0	0
2432	0	189	9255	1624	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2432	2432	-1	0	0
2433	1	190	41653	3044	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	2433	2433	-1	0	0
2434	1	190	41653	3044	1500	11000	0	0	0	0	-2500	0	0	2	220	666	7020	2434	2434	-1	0	0
2435	0	202	9345	1639	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2435	2435	-1	0	0
2436	0	188	9345	1639	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2436	2436	-1	0	0
2437	0	189	9345	1639	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2437	2437	-1	0	0
2438	0	190	6307	4415	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	2438	2438	-1	0	0
2439	1	196	60747	3689	1500	8500	-1000	0	0	0	0	-5000	0	1	253	666	7020	2439	2439	-1	0	0
2440	0	190	9434	1655	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2440	2440	-1	0	0
2441	0	188	9434	1655	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2441	2441	-1	0	0
2442	0	189	9434	1655	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2442	2442	-1	0	0
2443	1	190	42458	3103	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	2443	2443	-1	0	0
2444	1	188	33965	3724	1500	11000	0	0	0	0	-2500	0	0	2	222	666	7020	2444	2444	-1	0	0
2445	0	201	9603	1684	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2445	2445	-1	0	0
2446	0	188	9603	1684	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2446	2446	-1	0	0
2447	0	189	9603	1684	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2447	2447	-1	0	0
2448	0	190	6480	4536	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	2448	2448	-1	0	0
2449	1	198	62423	3791	1500	8500	-1000	0	0	0	0	-5000	0	1	340	684	7200	2449	2449	-1	0	0
2450	0	190	9692	1700	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2450	2450	-1	0	0
2451	0	188	9692	1700	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2451	2451	-1	0	0
2452	0	189	9692	1700	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2452	2452	-1	0	0
2453	1	190	43617	3188	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	2453	2453	-1	0	0
2454	1	202	34891	3826	1500	11000	0	0	0	0	-2500	0	0	2	222	684	7200	2454	2454	-1	0	0
2455	0	201	9781	1715	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2455	2455	-1	0	0
2456	0	188	9781	1715	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2456	2456	-1	0	0
2457	0	189	9781	1715	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2457	2457	-1	0	0
2458	0	190	6600	4620	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	2458	2458	-1	0	0
2459	1	200	63580	3861	1500	8500	500	0	0	0	-4000	0	0	1	251	684	7200	2459	2459	-1	0	0
2460	0	201	9870	1731	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2460	2460	-1	0	0
2461	0	202	9870	1731	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2461	2461	-1	0	0
2462	0	203	9870	1731	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2462	2462	-1	0	0
2463	1	201	47708	3247	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	2463	2463	-1	0	0
2464	1	201	38164	3896	1500	11000	0	0	0	0	-2500	0	0	2	220	684	7200	2464	2464	-1	0	0
2465	0	201	10040	1761	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2465	2465	-1	0	0
2466	0	202	10040	1761	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2466	2466	-1	0	0
2467	0	203	10040	1761	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2467	2467	-1	0	0
2468	0	204	7279	4743	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	2468	2468	-1	0	0
2469	1	206	66936	3962	1500	8500	500	0	0	0	-4000	0	0	1	251	702	7380	2469	2469	-1	0	0
2470	0	201	10128	1777	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2470	2470	-1	0	0
2471	0	202	10128	1777	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2471	2471	-1	0	0
2472	0	204	10128	1777	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2472	2472	-1	0	0
2473	1	202	48956	3331	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	2473	2473	-1	0	0
2474	1	202	58745	2665	1500	11000	0	0	0	0	-2500	0	0	2	222	702	7380	2474	2474	-1	0	0
2475	0	201	10217	1792	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2475	2475	-1	0	0
2476	0	202	10217	1792	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2476	2476	-1	0	0
2477	0	204	10217	1792	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2477	2477	-1	0	0
2478	0	203	46295	1370	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2478	2478	-1	0	0
2479	1	208	54487	4839	1500	10000	-300	0	0	0	0	-3500	0	4	269	702	7380	2479	2479	-1	0	0
2480	0	201	10305	1808	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2480	2480	-1	0	0
2481	0	202	10305	1808	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2481	2481	-1	0	0
2482	0	204	10305	1808	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2482	2482	-1	0	0
2483	1	204	39845	4068	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	2483	2483	-1	0	0
2484	1	204	39845	4068	1500	8500	2000	0	0	0	-1000	0	0	1	210	702	7380	2484	2484	-1	0	0
2485	0	201	10394	1823	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2485	2485	-1	0	0
2486	0	202	10394	1823	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2486	2486	-1	0	0
2487	0	204	10394	1823	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2487	2487	-1	0	0
2488	0	203	47096	1394	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2488	2488	-1	0	0
2489	1	210	55429	4923	1500	8500	-300	0	0	0	0	-3500	0	5	261	702	7380	2489	2489	-1	0	0
2490	0	201	10477	1838	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2490	2490	-1	0	0
2491	0	202	10477	1838	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2491	2491	-1	0	0
2492	0	203	10477	1838	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2492	2492	-1	0	0
2493	1	203	50643	3445	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2493	2493	-1	0	0
2494	1	203	60769	2757	1500	8500	-1000	0	0	0	-4500	0	0	1	218	702	7380	2494	2494	-1	0	0
2495	0	201	10477	1838	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2495	2495	-1	0	0
2496	0	202	10477	1838	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2496	2496	-1	0	0
2497	0	203	10477	1838	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2497	2497	-1	0	0
2498	0	204	7594	4949	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	2498	2498	-1	0	0
2499	1	212	69848	4135	1500	8500	-1000	0	0	0	0	-5000	0	1	253	720	7560	2499	2499	-1	0	0
2500	0	201	10565	1853	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2500	2500	-1	0	0
2501	0	204	10565	1853	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2501	2501	-1	0	0
2502	0	203	10565	1853	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2502	2502	-1	0	0
2503	1	203	51063	3474	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2503	2503	-1	0	0
2504	1	204	40846	4170	1500	8500	2000	0	0	0	-1000	0	0	1	210	720	7560	2504	2504	-1	0	0
2505	0	201	10652	1869	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2505	2505	-1	0	0
2506	0	202	10652	1869	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2506	2506	-1	0	0
2507	0	203	10652	1869	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2507	2507	-1	0	0
2508	0	204	7721	5031	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	2508	2508	-1	0	0
2509	1	214	71016	4204	1500	8500	500	0	0	0	-4000	0	0	1	346	720	7560	2509	2509	-1	0	0
2510	0	201	10735	1883	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2510	2510	-1	0	0
2511	0	202	10735	1883	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2511	2511	-1	0	0
2512	0	203	10735	1883	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2512	2512	-1	0	0
2513	1	202	51889	3530	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	2513	2513	-1	0	0
2514	1	201	62266	2825	1500	11000	0	0	0	0	-2500	0	0	2	220	720	7560	2514	2514	-1	0	0
2515	0	201	10819	1898	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2515	2515	-1	0	0
2516	0	202	10819	1898	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2516	2516	-1	0	0
2517	0	203	10819	1898	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2517	2517	-1	0	0
2518	0	204	7842	5110	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	2518	2518	-1	0	0
2519	1	216	72126	4269	1500	8500	-1000	0	0	0	-5000	0	0	1	251	720	7560	2519	2519	-1	0	0
2520	0	201	10902	1913	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2520	2520	-1	0	0
2521	0	202	10902	1913	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2521	2521	-1	0	0
2522	0	203	10902	1913	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2522	2522	-1	0	0
2523	1	204	52694	3585	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	2523	2523	-1	0	0
2524	1	201	63231	2869	1500	11000	0	0	0	0	-2500	0	0	2	220	720	7560	2524	2524	-1	0	0
2525	0	201	10914	1914	400	8700	-1200	0	0	0	-500	0	0	2	220	0	0	2525	2525	-1	0	0
2526	0	202	10914	1914	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2526	2526	-1	0	0
2527	0	203	10914	1914	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2527	2527	-1	0	0
2528	0	204	7910	5155	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	2528	2528	-1	0	0
2529	1	218	72760	4307	1500	8500	500	0	0	0	-4000	0	0	1	251	738	7740	2529	2529	-1	0	0
2530	0	219	10996	1928	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2530	2530	-1	0	0
2531	0	220	10996	1928	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2531	2531	-1	0	0
2532	0	221	10996	1928	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2532	2532	-1	0	0
2533	1	219	53149	3617	1500	8500	0	0	0	0	0	-3500	0	7	223	0	0	2533	2533	-1	0	0
2534	1	219	42519	4341	1500	8500	0	0	0	0	0	-3500	0	7	223	738	7740	2534	2534	-1	0	0
2535	0	219	11079	1943	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2535	2535	-1	0	0
2536	0	220	11079	1943	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2536	2536	-1	0	0
2537	0	221	11079	1943	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2537	2537	-1	0	0
2538	0	222	50199	1486	400	8500	0	0	0	0	-3000	0	0	1	211	0	0	2538	2538	-1	0	0
2539	1	225	59087	5248	1500	8500	1000	0	0	0	0	-4000	0	7	263	738	7740	2539	2539	-1	0	0
2540	0	219	11161	1957	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2540	2540	-1	0	0
2541	0	220	11161	1957	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2541	2541	-1	0	0
2542	0	222	11161	1957	400	8500	-1400	0	0	0	-500	0	0	1	211	0	0	2542	2542	-1	0	0
2543	1	220	53945	3671	1500	8500	0	0	0	0	0	-3500	0	1	302	0	0	2543	2543	-1	0	0
2544	1	220	43156	4406	1500	8500	0	0	0	0	0	-3500	0	1	302	738	7740	2544	2544	-1	0	0
2545	0	219	11350	1991	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2545	2545	-1	0	0
2546	0	220	11350	1991	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2546	2546	-1	0	0
2547	0	223	11350	1991	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2547	2547	-1	0	0
2548	0	222	51432	1523	400	8500	0	0	0	0	-3000	0	0	1	211	0	0	2548	2548	-1	0	0
2549	1	227	60536	5377	1500	8500	-300	0	0	0	0	-3500	0	1	345	756	7920	2549	2549	-1	0	0
2550	0	221	11464	2011	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2550	2550	-1	0	0
2551	0	220	11464	2011	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2551	2551	-1	0	0
2552	0	222	11464	2011	400	8500	-1400	0	0	0	-500	0	0	1	211	0	0	2552	2552	-1	0	0
2553	1	221	55411	3771	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	2553	2553	-1	0	0
2554	1	221	66488	3016	1500	8500	0	0	0	0	0	-2500	0	5	215	756	7920	2554	2554	-1	0	0
2555	0	219	11577	2031	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2555	2555	-1	0	0
2556	0	220	11577	2031	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2556	2556	-1	0	0
2557	0	223	11577	2031	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2557	2557	-1	0	0
2558	0	222	8393	5470	400	8500	0	0	0	0	-3000	0	0	1	211	0	0	2558	2558	-1	0	0
2559	1	229	77185	4570	1500	8500	500	0	0	0	-4000	0	0	1	251	756	7920	2559	2559	-1	0	0
2560	0	221	11691	2051	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2560	2560	-1	0	0
2561	0	223	11691	2051	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2561	2561	-1	0	0
2562	0	222	11691	2051	400	8500	-1400	0	0	0	-500	0	0	1	211	0	0	2562	2562	-1	0	0
2563	1	223	56508	3846	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	2563	2563	-1	0	0
2564	1	223	45205	4615	1500	9000	0	0	0	0	0	-2500	0	4	229	756	7920	2564	2564	-1	0	0
2565	0	221	11804	2071	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2565	2565	-1	0	0
2566	0	219	11804	2071	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2566	2566	-1	0	0
2567	0	223	11804	2071	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2567	2567	-1	0	0
2568	0	222	53489	1584	400	8500	0	0	0	0	-3000	0	0	1	211	0	0	2568	2568	-1	0	0
2569	1	231	62957	5592	1500	8500	500	0	0	0	-4000	0	0	1	342	756	7920	2569	2569	-1	0	0
2570	0	221	11787	2068	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2570	2570	-1	0	0
2571	0	223	11787	2068	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2571	2571	-1	0	0
2572	0	222	11787	2068	400	8500	-1400	0	0	0	-500	0	0	1	211	0	0	2572	2572	-1	0	0
2573	1	222	56973	3878	1500	8500	500	0	0	0	-3500	0	0	1	211	0	0	2573	2573	-1	0	0
2574	1	222	45576	4653	1500	8500	500	0	0	0	-3500	0	0	1	211	774	8100	2574	2574	-1	0	0
2575	0	220	11899	2088	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2575	2575	-1	0	0
2576	0	219	11899	2088	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2576	2576	-1	0	0
2577	0	223	11899	2088	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2577	2577	-1	0	0
2578	0	222	53918	1596	400	8500	0	0	0	0	-3000	0	0	1	211	0	0	2578	2578	-1	0	0
2579	1	233	63461	5637	1500	8500	500	0	0	0	-4000	0	0	1	342	774	8100	2579	2579	-1	0	0
2580	0	221	12011	2107	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2580	2580	-1	0	0
2581	0	223	12011	2107	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2581	2581	-1	0	0
2582	0	222	12011	2107	400	8500	-1400	0	0	0	-500	0	0	1	211	0	0	2582	2582	-1	0	0
2583	1	221	58056	3951	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	2583	2583	-1	0	0
2584	1	219	69664	3161	1500	8500	0	0	0	0	0	-3500	0	7	223	774	8100	2584	2584	-1	0	0
2585	0	220	12123	2127	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2585	2585	-1	0	0
2586	0	219	12123	2127	400	8500	-1200	0	0	0	0	-500	0	7	223	0	0	2586	2586	-1	0	0
2587	0	223	12123	2127	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2587	2587	-1	0	0
2588	0	222	8788	5727	400	8500	0	0	0	0	-3000	0	0	1	211	0	0	2588	2588	-1	0	0
2589	1	235	80824	4786	1500	8500	-1000	0	0	0	-5000	0	0	1	258	774	8100	2589	2589	-1	0	0
2590	0	236	12229	2146	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2590	2590	-1	0	0
2591	0	237	12229	2146	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2591	2591	-1	0	0
2592	0	238	12229	2146	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2592	2592	-1	0	0
2593	1	236	88664	2011	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	2593	2593	-1	0	0
2594	1	236	88664	2011	1500	8500	-1000	0	0	0	-4500	0	0	1	211	774	8100	2594	2594	-1	0	0
2595	0	236	12233	2146	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2595	2595	-1	0	0
2596	0	237	12233	2146	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2596	2596	-1	0	0
2597	0	238	12233	2146	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2597	2597	-1	0	0
2598	0	131	55434	1641	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2598	2598	-1	0	0
2599	1	240	65240	5794	1500	10000	-300	0	0	0	0	-3500	0	3	254	792	8280	2599	2599	-1	0	0
2600	0	236	12343	2165	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2600	2600	-1	0	0
2601	0	237	12343	2165	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2601	2601	-1	0	0
2602	0	238	12343	2165	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2602	2602	-1	0	0
2603	1	237	59659	4059	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	2603	2603	-1	0	0
2604	1	237	71592	3248	1500	9000	0	0	0	0	0	-2500	0	4	229	792	8280	2604	2604	-1	0	0
2605	0	236	12454	2185	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2605	2605	-1	0	0
2606	0	237	12454	2185	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2606	2606	-1	0	0
2607	0	238	12454	2185	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2607	2607	-1	0	0
2608	0	131	9027	5883	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2608	2608	-1	0	0
2609	1	242	83024	4915	1500	8500	-1000	0	0	0	-5000	0	0	1	251	792	8280	2609	2609	-1	0	0
2610	0	236	12559	2203	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2610	2610	-1	0	0
2611	0	237	12559	2203	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2611	2611	-1	0	0
2612	0	131	12559	2203	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2612	2612	-1	0	0
2613	1	237	60699	4130	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	2613	2613	-1	0	0
2614	1	237	48558	4957	1500	9000	0	0	0	0	0	-2500	0	4	229	792	8280	2614	2614	-1	0	0
2615	0	236	12664	2222	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2615	2615	-1	0	0
2616	0	237	12664	2222	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2616	2616	-1	0	0
2617	0	238	12664	2222	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2617	2617	-1	0	0
2618	0	131	9179	5982	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2618	2618	-1	0	0
2619	1	244	84422	4998	1500	13500	1000	0	0	0	-3000	0	0	2	262	792	8280	2619	2619	-1	0	0
2620	0	238	12768	2240	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2620	2620	-1	0	0
2621	0	237	12768	2240	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2621	2621	-1	0	0
2622	0	131	12768	2240	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2622	2622	-1	0	0
2623	1	238	61713	4199	1500	8500	-1000	0	0	0	0	-4500	0	1	300	0	0	2623	2623	-1	0	0
2624	1	238	74057	3360	1500	8500	-1000	0	0	0	0	-4500	0	1	300	792	8280	2624	2624	-1	0	0
2625	0	236	12680	2224	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2625	2625	-1	0	0
2626	0	237	12680	2224	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2626	2626	-1	0	0
2627	0	238	12680	2224	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2627	2627	-1	0	0
2628	0	131	9193	5990	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2628	2628	-1	0	0
2629	1	246	84528	5004	1500	8500	-1000	0	0	0	0	-5000	0	1	340	810	8460	2629	2629	-1	0	0
2630	0	236	12783	2242	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2630	2630	-1	0	0
2631	0	237	12783	2242	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2631	2631	-1	0	0
2632	0	131	12783	2242	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2632	2632	-1	0	0
2633	1	131	61782	4204	1500	9000	0	0	0	0	0	-2500	0	3	214	0	0	2633	2633	-1	0	0
2634	1	131	49427	5045	1500	9000	0	0	0	0	0	-2500	0	3	214	810	8460	2634	2634	-1	0	0
2635	0	236	12887	2260	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2635	2635	-1	0	0
2636	0	237	12887	2260	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2636	2636	-1	0	0
2637	0	238	12887	2260	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2637	2637	-1	0	0
2638	0	131	9343	6088	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2638	2638	-1	0	0
2639	1	248	85905	5086	1500	10000	-300	0	0	0	0	-3500	0	3	254	810	8460	2639	2639	-1	0	0
2640	0	236	12990	2278	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2640	2640	-1	0	0
2641	0	237	12990	2278	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2641	2641	-1	0	0
2642	0	238	12990	2278	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2642	2642	-1	0	0
2643	1	236	62780	4272	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	2643	2643	-1	0	0
2644	1	131	75341	3418	1500	9000	0	0	0	0	0	-2500	0	3	214	810	8460	2644	2644	-1	0	0
2645	0	236	13093	2296	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2645	2645	-1	0	0
2646	0	237	13093	2296	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2646	2646	-1	0	0
2647	0	238	13093	2296	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2647	2647	-1	0	0
2648	0	131	9493	6185	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2648	2648	-1	0	0
2649	1	250	87282	5167	1500	8500	-300	0	0	0	0	-3500	0	1	345	810	8460	2649	2649	-1	0	0
2650	0	236	13191	2314	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2650	2650	-1	0	0
2651	0	237	13191	2314	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2651	2651	-1	0	0
2652	0	131	13191	2314	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2652	2652	-1	0	0
